City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Liquid Truck,Total GHG Cost,Liquefaction Capital Cost,0.0032157050353730917,0.0033295092452950924,-6.1984318380680704e-06,-0.009283429989001592,0.0032157050353730917,0.0033295092452950924,6.1984318380680704e-06,0.009283429989001592
Atlanta,Liquid Truck,Total GHG Cost,Commpression Capital Cost,-0.0030713345001179876,-0.0029703388497033887,-4.186585342626387e-06,-0.0045138823468333315,0.0030713345001179876,0.0029703388497033887,4.186585342626387e-06,0.0045138823468333315
Atlanta,Liquid Truck,Total GHG Cost,Station Capital Cost,-0.0026840850228210997,-0.002684314118843141,5.091974337931389e-06,0.004369455751627642,0.0026840850228210997,0.002684314118843141,5.091974337931389e-06,0.004369455751627642
Atlanta,Liquid Truck,Total GHG Cost,Hydrogen Fuel Carbon Intensity,0.002135638789835844,0.0019395686833956868,0.006236031457395037,0.9633872437116235,0.002135638789835844,0.0019395686833956868,0.006236031457395037,0.9633872437116235
Atlanta,Liquid Truck,Total GHG Cost,Distribution Leakage Rate,-0.0020831189926027874,-0.001947447295474473,1.1118422191823005e-05,0.00630974280249547,0.0020831189926027874,0.001947447295474473,1.1118422191823005e-05,0.00630974280249547
Atlanta,Liquid Truck,Total GHG Cost,Electricity Cost,0.0008761806499740051,0.0006551168825511688,3.400035364178585e-06,-0.007498269400625364,0.0008761806499740051,0.0006551168825511688,3.400035364178585e-06,0.007498269400625364
Atlanta,Liquid Truck,Total GHG Cost,Pipeline Capital Cost,-0.0005298461123703429,-0.0002670003626700036,4.610060487090816e-07,0.011367294061247027,0.0005298461123703429,0.0002670003626700036,4.610060487090816e-07,0.011367294061247027
Atlanta,Liquid Truck,Total GHG Cost,Transmission Length,,,2.983724378680108e-16,,,,2.983724378680108e-16,
Atlanta,Pipeline,Total Cost,Stations,0.9865913619175402,0.9852793601184265,0.8020464336247701,0.47620781481741575,0.9865913619175402,0.9852793601184265,0.8020464336247701,0.47620781481741575
Atlanta,Pipeline,Total Cost,Utilization,-0.9633014954621199,-0.9847004937550049,-0.19022582153925754,0.057327292221051894,0.9633014954621199,0.9847004937550049,0.19022582153925754,0.057327292221051894
